config	runs	target_blocks	sync_swapin_blocks	gpu_only_evictions	writeback_scheduled	writeback_completed	document_recompute_tokens	cpu_peak_gb	duplicate_blocks	cpu_dup_ratio	gpu_dup_ratio	union_dup_ratio	h2d_gib	prefill_sec	median_ttft_sec	median_request_sec
blocks_80__cpu_15gb	1	80.0	3421.0	815.0	3795.0	3856.0	403712.0	14.9765625	115.0	0.2699530516431925	0.515695067264574	0.2153558052434457	120.26953125	20.288457647315226	0.3313448221888393	0.8633207152597606
blocks_80__cpu_20gb	1	80.0	4823.0	0.0	536.0	536.0	8192.0	19.96875	215.0	0.3785211267605634	0.9641255605381166	0.3732638888888889	169.55859375	6.6962797929299995	0.11098666745238006	0.541492821299471
