config	runs	target_blocks	sync_swapin_blocks	gpu_only_evictions	writeback_scheduled	writeback_completed	document_recompute_tokens	cpu_peak_gb	duplicate_blocks	cpu_dup_ratio	gpu_dup_ratio	union_dup_ratio	h2d_gib	prefill_sec	median_ttft_sec	median_request_sec
blocks_80__cpu_18gb	1	80.0	4549.0	138.0	2777.0	2790.0	75008.0	18.0	176.0	0.34375	0.7892376681614349	0.3148479427549195	159.92578125	10.07308148080483	0.14789388910867274	0.6032215116429143
